Index,Year,Month,DayofMonth,DayOfWeek,DepTime,ArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted
12337,2011,1,31,1,1319,1616,XE,2980,N14558,117,94,-7,-6,IAH,TYS,772,3,20,0,,0
12338,2011,1,31,1,1957,2057,XE,2984,N15926,60,37,-7,-3,IAH,DAL,217,6,17,0,,0
12339,2011,1,31,1,1049,1417,XE,2986,N17196,148,114,3,-6,IAH,CLT,913,13,21,0,,0
12340,2011,1,31,1,1032,1150,XE,2996,N12946,78,56,-5,-8,IAH,LIT,374,6,16,0,,0
12341,2011,1,31,1,1303,1447,XE,2998,N14939,104,70,12,-2,IAH,MEM,469,6,28,0,,0
12342,2011,1,31,1,1035,1135,XE,3000,N16944,60,41,-18,-10,IAH,BTR,253,4,15,0,,0
12343,2011,1,31,1,1021,1206,XE,3002,N12564,105,84,-7,-4,IAH,BNA,657,5,16,0,,0
12344,2011,1,31,1,1301,1528,XE,3004,N36915,147,126,0,1,IAH,MKE,984,5,16,0,,0
12345,2011,1,31,1,1731,1825,XE,3005,N13935,54,43,-4,1,IAH,CRP,201,3,8,0,,0
12346,2011,1,31,1,1015,1358,XE,3008,N11106,163,146,-2,0,IAH,IAD,1190,7,10,0,,0
12347,2011,1,31,1,1958,2123,XE,3016,N15941,85,67,-25,-7,IAH,VPS,528,8,10,0,,0
12348,2011,1,31,1,805,904,XE,3021,N41104,59,30,-1,-5,IAH,AUS,140,5,24,0,,0
12349,2011,1,31,1,1957,2102,XE,3022,N21197,65,52,-4,7,IAH,GPT,376,4,9,0,,0
12350,2011,1,31,1,1802,1912,XE,3027,N14930,70,51,-6,-8,IAH,HRL,295,4,15,0,,0
12351,2011,1,31,1,732,1054,XE,3032,N12552,142,117,4,2,IAH,CLT,913,4,21,0,,0
12352,2011,1,31,1,1427,1607,XE,3033,N16927,100,84,4,8,IAH,AMA,519,6,10,0,,0
12353,2011,1,31,1,2018,2320,XE,3036,N15980,122,108,14,23,IAH,CHS,925,6,8,0,,0
12354,2011,1,31,1,1931,2122,XE,3038,N21154,111,80,3,6,IAH,BNA,657,6,25,0,,0
12355,2011,1,31,1,822,952,XE,3040,N15980,90,77,4,2,IAH,BHM,562,3,10,0,,0
12356,2011,1,31,1,1015,1107,XE,3041,N16918,52,41,-14,0,IAH,CRP,201,3,8,0,,0
12357,2011,1,31,1,1911,2202,XE,3050,N13988,111,95,-12,-4,IAH,JAX,817,3,13,0,,0
12358,2011,1,31,1,730,853,XE,3059,N26545,83,59,-2,-5,IAH,MOB,427,6,18,0,,0
12359,2011,1,31,1,1018,1133,XE,3060,N13553,75,59,-7,-2,IAH,OKC,395,5,11,0,,0
12360,2011,1,31,1,917,1045,XE,3068,N15941,88,51,6,-8,IAH,HRL,295,3,34,0,,0
12361,2011,1,31,1,1346,1722,XE,3078,N16112,156,137,-8,-9,IAH,RIC,1157,5,14,0,,0
12362,2011,1,31,1,739,1025,XE,3083,N48901,166,124,9,-6,IAH,MKE,984,4,38,0,,0
12363,2011,1,31,1,921,1123,XE,3088,N21537,122,88,2,-4,IAH,MCI,643,8,26,0,,0
12364,2011,1,31,1,1127,1323,XE,3092,N14180,116,90,-10,-8,IAH,MCI,643,6,20,0,,0
12365,2011,1,31,1,725,1041,XE,3096,N21197,136,121,-12,0,IAH,CMH,986,6,9,0,,0
12366,2011,1,31,1,1925,2056,XE,3101,N17108,91,74,42,45,IAH,MAF,429,3,14,0,,0
12367,2011,1,31,1,1914,2026,XE,3105,N14945,72,50,-17,-6,IAH,LIT,374,7,15,0,,0
12368,2011,1,31,1,1007,1114,XE,3119,N14162,67,54,-20,-8,IAH,MOB,427,4,9,0,,0
12369,2011,1,31,1,1306,1418,XE,3120,N14933,72,53,13,16,IAH,LIT,374,4,15,0,,0
12370,2011,1,31,1,,,XE,3127,,,,,,IAH,LBB,458,,,1,B,0
12371,2011,1,31,1,2052,2339,XE,3137,N19554,107,94,41,52,IAH,LEX,828,5,8,0,,0
12372,2011,1,31,1,1039,1135,XE,3138,N16112,56,44,-11,-6,IAH,SAT,191,2,10,0,,0
12373,2011,1,31,1,1535,1735,XE,3150,N34110,120,89,2,0,IAH,STL,668,11,20,0,,0
12374,2011,1,31,1,1124,1302,XE,3152,N14945,98,83,-3,-1,IAH,AMA,519,4,11,0,,0
12375,2011,1,31,1,,,XE,3154,,,,,,IAH,STL,668,,,1,B,0
12376,2011,1,30,7,1706,2005,XE,2008,N14180,119,100,45,44,IAH,JAX,817,5,14,0,,0
12377,2011,1,30,7,1325,1659,XE,2010,N16918,154,105,22,-8,IAH,SDF,788,7,42,0,,0
12378,2011,1,30,7,1216,1313,XE,2023,N14942,57,44,-3,-1,IAH,BTR,253,3,10,0,,0
12379,2011,1,30,7,2108,2209,XE,2024,N14940,61,41,-2,-2,IAH,BTR,253,3,17,0,,0
12380,2011,1,30,7,1510,1622,XE,2025,N11119,132,114,-2,0,IAH,ABQ,744,7,11,0,,0
12381,2011,1,30,7,1039,1333,XE,2029,N13955,114,85,-8,-1,IAH,ATL,689,7,22,0,,0
12382,2011,1,30,7,1024,1321,XE,2036,N12540,117,99,3,-1,IAH,JAX,817,7,11,0,,0
12383,2011,1,30,7,1059,1325,XE,2041,N17138,146,130,0,-6,IAH,MKE,984,5,11,0,,0
12384,2011,1,30,7,1929,2147,XE,2042,N13997,138,79,38,-1,IAH,BHM,562,3,56,0,,0
12385,2011,1,30,7,1801,2119,XE,2044,N13968,138,114,33,31,IAH,CLT,913,6,18,0,,0
12386,2011,1,30,7,1331,1452,XE,2048,N17928,81,58,9,11,IAH,OKC,395,2,21,0,,0
12387,2011,1,30,7,2023,11,XE,2050,N11189,168,136,97,84,IAH,RIC,1157,7,25,0,,0
12388,2011,1,30,7,1951,2342,XE,2055,N14116,171,113,59,21,IAH,CLT,913,6,52,0,,0
12389,2011,1,30,7,904,1008,XE,2058,N16944,64,42,-3,-6,IAH,CRP,201,4,18,0,,0
12390,2011,1,30,7,2002,2341,XE,2060,N16149,159,112,38,17,IAH,CVG,871,8,39,0,,0
12391,2011,1,30,7,1835,1943,XE,2062,N13914,68,54,-6,2,IAH,LRD,301,4,10,0,,0
12392,2011,1,30,7,726,1028,XE,2064,N27190,122,106,0,6,IAH,IND,845,3,13,0,,0
12393,2011,1,30,7,1318,1633,XE,2066,N12160,135,115,-12,-7,IAH,PBI,956,3,17,0,,0
12394,2011,1,30,7,1527,1644,XE,2069,N14937,77,55,7,3,IAH,LRD,301,6,16,0,,0
12395,2011,1,30,7,1132,1234,XE,2082,N11181,122,100,-2,7,IAH,ABQ,744,5,17,0,,0
12396,2011,1,30,7,1140,1300,XE,2083,N14937,80,57,7,-5,IAH,MFE,316,4,19,0,,0
12397,2011,1,30,7,1435,1547,XE,2097,N11107,132,113,-8,0,IAH,COS,809,5,14,0,,0
12398,2011,1,30,7,1255,1618,XE,2105,N11199,143,127,-7,0,IAH,GRR,1042,4,12,0,,0
12399,2011,1,30,7,1608,1851,XE,2122,N11176,163,139,13,18,IAH,MSP,1034,7,17,0,,0
12400,2011,1,30,7,2114,2212,XE,2131,N12160,58,37,-7,-6,IAH,CRP,201,4,17,0,,0
12401,2011,1,30,7,1716,1839,XE,2162,N17928,83,66,26,26,IAH,TUL,429,4,13,0,,0
12402,2011,1,30,7,1913,2252,XE,2171,N11150,159,138,-3,-2,IAH,ORF,1201,5,16,0,,0
12403,2011,1,30,7,1250,1413,XE,2174,N12900,83,65,0,0,IAH,PNS,489,4,14,0,,0
12404,2011,1,30,7,2106,2232,XE,2192,N16961,86,68,-11,-9,IAH,MAF,429,6,12,0,,0
12405,2011,1,30,7,1439,1752,XE,2198,N12195,133,115,21,24,IAH,CRW,975,7,11,0,,0
12406,2011,1,30,7,1132,1251,XE,2200,N26545,79,57,1,-3,IAH,OKC,395,4,18,0,,0
12407,2011,1,30,7,1429,1545,XE,2204,N13929,76,58,-13,-6,IAH,OKC,395,3,15,0,,0
12408,2011,1,30,7,1755,1853,XE,2212,N16927,58,45,2,5,IAH,BTR,253,4,9,0,,0
12409,2011,1,30,7,1324,1501,XE,2213,N14947,97,61,13,4,IAH,XNA,438,6,30,0,,0
12410,2011,1,30,7,1328,1434,XE,2223,N12934,66,46,43,38,IAH,CRP,201,4,16,0,,0
12411,2011,1,30,7,720,1044,XE,2240,N21154,144,121,3,0,IAH,RDU,1043,13,10,0,,0
12412,2011,1,30,7,1540,1918,XE,2244,N11106,158,141,-1,0,IAH,PIT,1117,6,11,0,,0
12413,2011,1,30,7,1008,1129,XE,2249,N14953,81,66,-9,-7,IAH,MEM,469,5,10,0,,0
12414,2011,1,30,7,1131,1256,XE,2253,N14960,85,64,10,6,IAH,TUL,429,5,16,0,,0
12415,2011,1,30,7,818,920,XE,2254,N13997,62,41,-6,-7,IAH,BTR,253,5,16,0,,0
12416,2011,1,30,7,2112,2217,XE,2261,N17928,65,34,9,-3,IAH,AEX,190,3,28,0,,0
12417,2011,1,30,7,1051,1417,XE,2268,N14158,146,119,13,11,IAH,PBI,956,3,24,0,,0
12418,2011,1,30,7,1130,1426,XE,2270,N17196,176,142,16,0,IAH,MSP,1034,5,29,0,,0
12419,2011,1,30,7,1657,2017,XE,2276,N33182,140,114,-3,-7,IAH,CVG,871,6,20,0,,0
12420,2011,1,30,7,1138,1252,XE,2277,N14950,74,54,4,-2,IAH,BRO,308,4,16,0,,0
12421,2011,1,30,7,1606,1812,XE,2278,N14960,126,110,34,36,IAH,OMA,781,5,11,0,,0
12422,2011,1,30,7,1942,2127,XE,2280,N21144,105,60,51,32,IAH,PNS,489,5,40,0,,0
12423,2011,1,30,7,1447,1547,XE,2282,N15926,60,39,-6,2,IAH,DFW,224,6,15,0,,0
12424,2011,1,30,7,1039,1129,XE,2283,N11535,50,30,-4,-6,IAH,AUS,140,7,13,0,,0
12425,2011,1,30,7,1917,2311,XE,2288,N16987,174,121,33,-3,IAH,DAY,929,9,44,0,,0
12426,2011,1,30,7,1356,1710,XE,2295,N13988,134,118,80,87,IAH,CLT,913,4,12,0,,0
12427,2011,1,30,7,1541,1850,XE,2298,N13970,129,109,2,6,IAH,IND,845,5,15,0,,0
12428,2011,1,30,7,855,1041,XE,2302,N16183,106,82,3,-3,IAH,BNA,657,6,18,0,,0
12429,2011,1,30,7,1250,1357,XE,2304,N48901,67,52,-6,0,IAH,GPT,376,6,9,0,,0
12430,2011,1,30,7,1512,1621,XE,2308,N14977,69,53,2,2,IAH,BRO,308,6,10,0,,0
12431,2011,1,30,7,912,1017,XE,2309,N11107,125,106,-3,2,IAH,ABQ,744,5,14,0,,0
12432,2011,1,30,7,857,956,XE,2311,N13553,59,47,-9,-3,IAH,DFW,224,4,8,0,,0
12433,2011,1,30,7,1402,1720,XE,2317,N11539,138,124,-6,-3,IAH,GSO,986,3,11,0,,0
12434,2011,1,30,7,1738,2025,XE,2318,N14904,107,89,-3,8,IAH,ATL,689,9,9,0,,0
12435,2011,1,30,7,1413,1715,XE,2334,N16183,122,102,-3,-7,IAH,SAV,851,4,16,0,,0
12436,2011,1,30,7,1424,1604,XE,2336,N13936,100,79,6,4,IAH,ICT,542,4,17,0,,0
12437,2011,1,30,7,1049,1351,XE,2340,N14902,122,105,-12,-6,IAH,SDF,788,5,12,0,,0
12438,2011,1,30,7,1604,1741,XE,2346,N13123,97,80,-7,-1,IAH,HSV,595,5,12,0,,0
12439,2011,1,30,7,2119,2227,XE,2357,N12552,68,50,-3,-1,IAH,LRD,301,3,15,0,,0
12440,2011,1,30,7,2113,2251,XE,2361,N11119,98,60,15,0,IAH,TUL,429,6,32,0,,0
12441,2011,1,30,7,1429,1605,XE,2375,N14953,96,74,9,-1,IAH,TUL,429,5,17,0,,0
12442,2011,1,30,7,1802,1951,XE,2376,N14939,109,78,2,-3,IAH,ICT,542,4,27,0,,0
12443,2011,1,30,7,1346,1641,XE,2380,N31131,115,101,18,21,IAH,AVL,834,3,11,0,,0
12444,2011,1,30,7,1025,1344,XE,2386,N21129,139,119,4,0,IAH,GSO,986,3,17,0,,0
12445,2011,1,30,7,1425,1528,XE,2399,N15948,63,47,72,70,IAH,BTR,253,6,10,0,,0
12446,2011,1,30,7,1625,1823,XE,2400,N11140,178,164,-2,-5,IAH,PHX,1009,4,10,0,,0
12447,2011,1,30,7,1410,1706,XE,2405,N17159,116,100,-8,0,IAH,LEX,828,4,12,0,,0
12448,2011,1,30,7,1130,1223,XE,2407,N15572,53,37,-5,-5,IAH,LFT,201,5,11,0,,0
12449,2011,1,30,7,1911,2011,XE,2418,N14925,60,33,6,-4,IAH,LCH,127,3,24,0,,0
12450,2011,1,30,7,1908,2015,XE,2425,N12946,67,50,61,68,IAH,BRO,308,5,12,0,,0
12451,2011,1,30,7,1422,1548,XE,2427,N15932,86,69,0,7,IAH,LBB,458,7,10,0,,0
12452,2011,1,30,7,1130,1309,XE,2429,N11536,99,61,11,-5,IAH,MAF,429,5,33,0,,0
12453,2011,1,30,7,1124,1256,XE,2433,N14933,92,69,0,-6,IAH,LBB,458,6,17,0,,0
12454,2011,1,30,7,822,1109,XE,2435,N16987,107,92,-6,-3,IAH,JAX,817,5,10,0,,0
12455,2011,1,30,7,908,1029,XE,2437,N13964,81,58,31,18,IAH,MFE,316,3,20,0,,0
12456,2011,1,30,7,1540,1630,XE,2442,N14950,50,35,-10,-5,IAH,LFT,201,4,11,0,,0
12457,2011,1,30,7,1038,1409,XE,2446,N11192,151,125,5,-2,IAH,RDU,1043,7,19,0,,0
12458,2011,1,30,7,2258,2345,XE,2450,N21537,47,36,-13,-7,IAH,SAT,191,3,8,0,,0
12459,2011,1,30,7,2114,2244,XE,2451,N13553,90,63,1,-1,IAH,OKC,395,6,21,0,,0
12460,2011,1,30,7,900,1017,XE,2453,N12900,77,57,-2,-10,IAH,BRO,308,5,15,0,,0
12461,2011,1,30,7,1644,1804,XE,2465,N13161,80,67,-10,-1,IAH,MAF,429,4,9,0,,0
12462,2011,1,30,7,1352,1643,XE,2472,N12922,111,96,0,7,IAH,JAX,817,4,11,0,,0
12463,2011,1,30,7,1533,1715,XE,2474,N11536,102,86,-9,-2,IAH,BNA,657,6,10,0,,0
12464,2011,1,30,7,1423,1631,XE,2479,N13124,128,109,7,8,IAH,DSM,802,3,16,0,,0
12465,2011,1,30,7,1928,2043,XE,2481,N15983,75,37,10,-2,IAH,CRP,201,5,33,0,,0
12466,2011,1,30,7,1028,1146,XE,2482,N13929,78,50,2,-7,IAH,GPT,376,4,24,0,,0
12467,2011,1,30,7,1633,1949,XE,2488,N14902,136,115,-5,-3,IAH,CLT,913,5,16,0,,0
12468,2011,1,30,7,1548,1912,XE,2492,N15986,144,128,-7,-2,IAH,RDU,1043,6,10,0,,0
12469,2011,1,30,7,2103,2248,XE,2493,N16963,105,77,-4,-9,IAH,ICT,542,5,23,0,,0
12470,2011,1,30,7,1642,1945,XE,2496,N13995,123,109,5,7,IAH,SDF,788,5,9,0,,0
12471,2011,1,30,7,1530,1708,XE,2497,N14933,98,80,-5,0,IAH,ICT,542,3,15,0,,0
12472,2011,1,30,7,1313,1433,XE,2499,N14116,140,110,5,-2,IAH,ABQ,744,5,25,0,,0
12473,2011,1,30,7,1128,1227,XE,2501,N14180,119,100,-4,-2,IAH,ELP,667,4,15,0,,0
12474,2011,1,30,7,1856,2134,XE,2511,N14950,158,111,35,6,IAH,DSM,802,3,44,0,,0
12475,2011,1,30,7,2110,2215,XE,2515,N11536,65,47,-15,-10,IAH,HRL,295,4,14,0,,0
12476,2011,1,30,7,1049,1357,XE,2520,N11137,128,108,-3,-1,IAH,CVG,871,4,16,0,,0
12477,2011,1,30,7,1146,1330,XE,2522,N14162,164,130,7,1,IAH,MTJ,926,4,30,0,,0
12478,2011,1,30,7,1428,1748,XE,2550,N11535,140,111,13,8,IAH,CLT,913,18,11,0,,0
12479,2011,1,30,7,920,1016,XE,2559,N12946,56,36,-7,-10,IAH,LFT,201,4,16,0,,0
12480,2011,1,30,7,1730,1824,XE,2562,N13553,54,40,-7,0,IAH,DAL,217,5,9,0,,0
12481,2011,1,30,7,1449,1623,XE,2569,N12957,94,66,4,-1,IAH,MAF,429,5,23,0,,0
12482,2011,1,30,7,1924,2057,XE,2570,N14945,93,43,29,-1,IAH,BTR,253,3,47,0,,0
12483,2011,1,30,7,1401,1659,XE,2572,N15980,118,105,5,16,IAH,CHS,925,4,9,0,,0
12484,2011,1,30,7,1053,1257,XE,2576,N13965,124,75,23,-7,IAH,BHM,562,4,45,0,,0
12485,2011,1,30,7,1420,1514,XE,2581,N14939,54,39,-7,0,IAH,CRP,201,4,11,0,,0
12486,2011,1,30,7,1426,1528,XE,2591,N13968,62,39,-1,-4,IAH,DAL,217,9,14,0,,0
12487,2011,1,30,7,1301,1511,XE,2593,N12135,130,105,7,6,IAH,OMA,781,5,20,0,,0
12488,2011,1,30,7,1656,1809,XE,2594,N21129,73,58,-14,-4,IAH,OKC,395,4,11,0,,0
12489,2011,1,30,7,1924,2253,XE,2597,N17196,149,95,25,-1,IAH,SAV,851,5,49,0,,0
12490,2011,1,30,7,1834,2033,XE,2598,N14930,119,95,50,49,IAH,MCI,643,5,19,0,,0
12491,2011,1,30,7,1349,1632,XE,2599,N11109,163,139,1,-1,IAH,MSP,1034,8,16,0,,0
12492,2011,1,30,7,854,953,XE,2605,N14930,59,46,-8,-6,IAH,DAL,217,4,9,0,,0
12493,2011,1,30,7,1030,1333,XE,2622,N13161,123,102,-11,-10,IAH,CAE,878,4,17,0,,0
12494,2011,1,30,7,1449,1558,XE,2625,N14945,69,48,-1,-1,IAH,HRL,295,7,14,0,,0
12495,2011,1,30,7,1309,1610,XE,2629,N14993,121,101,-1,-1,IAH,GSP,838,3,17,0,,0
12496,2011,1,30,7,1437,1533,XE,2631,N15572,56,43,-2,-3,IAH,LFT,201,4,9,0,,0
12497,2011,1,30,7,2115,2234,XE,2648,N18114,139,118,1,-5,IAH,ABQ,744,5,16,0,,0
12498,2011,1,30,7,2122,2231,XE,2654,N14960,69,54,12,17,IAH,BRO,308,5,10,0,,0
12499,2011,1,30,7,2109,2211,XE,2666,N14105,122,106,3,-1,IAH,ELP,667,5,11,0,,0
12500,2011,1,30,7,1932,2051,XE,2675,N14916,79,41,136,122,IAH,DFW,224,5,33,0,,0
12501,2011,1,30,7,2113,2203,XE,2692,N21129,50,32,-6,-2,IAH,LFT,201,4,14,0,,0
12502,2011,1,30,7,1607,1745,XE,2695,N26545,98,78,16,12,IAH,BHM,562,2,18,0,,0
12503,2011,1,30,7,1622,1739,XE,2705,N16149,77,51,1,-3,IAH,GPT,376,6,20,0,,0
12504,2011,1,30,7,1404,1704,XE,2715,N27152,120,102,6,4,IAH,CAE,878,4,14,0,,0
12505,2011,1,30,7,1901,2046,XE,2731,N12900,105,40,51,1,IAH,SHV,192,12,53,0,,0
12506,2011,1,30,7,1614,1740,XE,2748,N48901,86,58,-3,-10,IAH,MOB,427,5,23,0,,0
12507,2011,1,30,7,1028,1209,XE,2750,N14977,101,80,0,-2,IAH,HSV,595,5,16,0,,0
12508,2011,1,30,7,1250,1410,XE,2763,N14930,80,63,-6,0,IAH,TUL,429,4,13,0,,0
12509,2011,1,30,7,1402,1502,XE,2769,N16987,120,98,19,17,IAH,ELP,667,4,18,0,,0
12510,2011,1,30,7,2112,2335,XE,2771,N21154,143,107,17,0,IAH,OMA,781,6,30,0,,0
12511,2011,1,30,7,1350,1503,XE,2773,N14171,73,53,-5,-5,IAH,JAN,351,5,15,0,,0
12512,2011,1,30,7,1449,1607,XE,2778,N14925,78,54,7,12,IAH,LIT,374,7,17,0,,0
12513,2011,1,30,7,1317,1650,XE,2780,N24103,153,135,-6,-3,IAH,ORF,1201,4,14,0,,0
12514,2011,1,30,7,1951,2319,XE,2782,N27152,148,93,26,-4,IAH,TYS,772,5,50,0,,0
12515,2011,1,30,7,1700,1814,XE,2784,N14940,74,56,33,35,IAH,LIT,374,4,14,0,,0
12516,2011,1,30,7,1319,1644,XE,2791,N13997,145,111,6,-6,IAH,CVG,871,5,29,0,,0
12517,2011,1,30,7,850,1017,XE,2792,N17146,87,63,-4,-10,IAH,TUL,429,6,18,0,,0
12518,2011,1,30,7,1257,1443,XE,2793,N13964,106,92,-11,-3,IAH,MCI,643,6,8,0,,0
12519,2011,1,30,7,1551,1836,XE,2796,N14972,105,90,-17,-4,IAH,ATL,689,6,9,0,,0
12520,2011,1,30,7,1955,2156,XE,2800,N11107,121,65,20,-10,IAH,XNA,438,17,39,0,,0
12521,2011,1,30,7,2106,2210,XE,2803,N24128,64,33,12,1,IAH,SHV,192,6,25,0,,0
12522,2011,1,30,7,1927,2147,XE,2804,N12957,140,84,59,7,IAH,MEM,469,8,48,0,,0
12523,2011,1,30,7,1552,1648,XE,2809,N14943,56,40,12,15,IAH,CRP,201,3,13,0,,0
12524,2011,1,30,7,1301,1418,XE,2811,N13553,77,55,7,6,IAH,MOB,427,4,18,0,,0
12525,2011,1,30,7,1127,1231,XE,2817,N15926,64,51,2,2,IAH,HRL,295,3,10,0,,0
12526,2011,1,30,7,1952,2320,XE,2822,N13124,148,100,26,2,IAH,GSP,838,4,44,0,,0
12527,2011,1,30,7,1251,1421,XE,2824,N15941,90,76,-7,-4,IAH,BHM,562,3,11,0,,0
12528,2011,1,30,7,1127,1241,XE,2826,N14925,74,38,10,-3,IAH,DAL,217,7,29,0,,0
12529,2011,1,30,7,1914,2044,XE,2830,N14943,90,55,14,-1,IAH,JAN,351,6,29,0,,0
12530,2011,1,30,7,1014,1120,XE,2833,N14939,66,55,-8,-6,IAH,JAN,351,5,6,0,,0
12531,2011,1,30,7,1649,1801,XE,2834,N16944,72,54,-4,-1,IAH,JAN,351,5,13,0,,0
12532,2011,1,30,7,1633,1756,XE,2840,N11181,83,61,-4,-2,IAH,PNS,489,4,18,0,,0
12533,2011,1,30,7,1329,1705,XE,2841,N13913,156,118,20,4,IAH,DAY,929,5,33,0,,0
12534,2011,1,30,7,1256,1420,XE,2844,N14188,84,63,-8,-4,IAH,VPS,528,8,13,0,,0
12535,2011,1,30,7,1144,1347,XE,2847,N12201,183,140,27,4,IAH,TUS,936,6,37,0,,0
12536,2011,1,30,7,1912,2108,XE,2873,N14938,116,80,38,32,IAH,AMA,519,5,31,0,,0
12537,2011,1,30,7,1306,1501,XE,2881,N14952,115,86,31,21,IAH,BNA,657,5,24,0,,0
12538,2011,1,30,7,1851,2054,XE,2882,N19554,123,87,94,81,IAH,BNA,657,5,31,0,,0
12539,2011,1,30,7,1529,1624,XE,2884,N13914,55,38,-7,-1,IAH,DAL,217,4,13,0,,0
12540,2011,1,30,7,925,1038,XE,2885,N26141,133,115,-10,-5,IAH,COS,809,6,12,0,,0
12541,2011,1,30,7,1148,1259,XE,2895,N13935,71,47,8,-2,IAH,CRP,201,3,21,0,,0
12542,2011,1,30,7,1754,1851,XE,2902,N14158,57,33,7,4,IAH,LFT,201,6,18,0,,0
12543,2011,1,30,7,1924,2045,XE,2907,N16571,81,32,19,-1,IAH,LFT,201,5,44,0,,0
12544,2011,1,30,7,852,1037,XE,2908,N14993,105,81,7,-7,IAH,AMA,519,5,19,0,,0
12545,2011,1,30,7,930,1142,XE,2916,N13970,132,119,6,-1,IAH,OMA,781,4,9,0,,0
12546,2011,1,30,7,1617,1746,XE,2920,N14942,89,71,-3,-4,IAH,XNA,438,6,12,0,,0
12547,2011,1,30,7,1148,1421,XE,2924,N13994,153,108,25,-2,IAH,OMA,781,3,42,0,,0
12548,2011,1,30,7,1010,1125,XE,2928,N13936,75,61,-14,-10,IAH,TUL,429,5,9,0,,0
12549,2011,1,30,7,1702,1810,XE,2931,N12934,68,52,1,7,IAH,MFE,316,5,11,0,,0
12550,2011,1,30,7,1531,1624,XE,2936,N16571,53,35,-7,-4,IAH,AEX,190,3,15,0,,0
12551,2011,1,30,7,2021,2212,XE,2938,N13988,111,84,19,11,IAH,HSV,595,5,22,0,,0
12552,2011,1,30,7,1552,1718,XE,2944,N13935,86,67,-2,-3,IAH,MEM,469,7,12,0,,0
12553,2011,1,30,7,1744,1918,XE,2945,N15948,94,79,8,9,IAH,BHM,562,5,10,0,,0
12554,2011,1,30,7,1741,2019,XE,2948,N14171,158,126,123,116,IAH,MKE,984,4,28,0,,0
12555,2011,1,30,7,2026,2149,XE,2954,N16944,83,58,49,46,IAH,MOB,427,5,20,0,,0
12556,2011,1,30,7,2250,2329,XE,2956,N26141,39,26,-17,-10,IAH,AUS,140,6,7,0,,0
12557,2011,1,30,7,1127,1228,XE,2964,N14945,61,39,-8,-3,IAH,DFW,224,4,18,0,,0
12558,2011,1,30,7,859,1027,XE,2967,N13992,88,68,2,4,IAH,LBB,458,5,15,0,,0
12559,2011,1,30,7,1023,1212,XE,2974,N16571,109,91,-2,-2,IAH,MCI,643,3,15,0,,0
12560,2011,1,30,7,1854,1955,XE,2975,N13929,61,31,-13,-6,IAH,GRK,166,5,25,0,,0
12561,2011,1,30,7,2123,2337,XE,2976,N11535,134,92,28,8,IAH,MCI,643,8,34,0,,0
12562,2011,1,30,7,1323,1621,XE,2980,N15973,118,94,-2,-2,IAH,TYS,772,4,20,0,,0
12563,2011,1,30,7,2004,2116,XE,2984,N14933,72,43,12,4,IAH,DAL,217,4,25,0,,0
12564,2011,1,30,7,1051,1431,XE,2986,N19554,160,117,22,-4,IAH,CLT,913,4,39,0,,0
12565,2011,1,30,7,1038,1153,XE,2996,N14938,75,56,3,-2,IAH,LIT,374,5,14,0,,0
12566,2011,1,30,7,1302,1434,XE,2998,N12946,92,68,-1,-3,IAH,MEM,469,6,18,0,,0
12567,2011,1,30,7,1042,1210,XE,3000,N15932,88,42,22,-3,IAH,BTR,253,4,42,0,,0
12568,2011,1,30,7,1023,1211,XE,3002,N11191,108,83,3,-2,IAH,BNA,657,9,16,0,,0
12569,2011,1,30,7,1300,1522,XE,3004,N13992,142,126,-6,0,IAH,MKE,984,5,11,0,,0
12570,2011,1,30,7,1752,1849,XE,3005,N15941,57,40,20,22,IAH,CRP,201,3,14,0,,0
12571,2011,1,30,7,1011,1356,XE,3008,N16112,165,145,1,-4,IAH,IAD,1190,8,12,0,,0
12572,2011,1,30,7,2001,2204,XE,3016,N31131,123,67,16,-4,IAH,VPS,528,12,44,0,,0
12573,2011,1,30,7,1954,2135,XE,3022,N15980,101,53,29,4,IAH,GPT,376,7,41,0,,0
12574,2011,1,30,7,1807,1913,XE,3027,N14952,66,50,-5,-3,IAH,HRL,295,3,13,0,,0
12575,2011,1,30,7,1427,1608,XE,3033,N14938,101,81,5,8,IAH,AMA,519,5,15,0,,0
12576,2011,1,30,7,1953,2329,XE,3036,N17159,156,104,23,-2,IAH,CHS,925,3,49,0,,0
12577,2011,1,30,7,1922,2146,XE,3038,N11184,144,94,27,-3,IAH,BNA,657,4,46,0,,0
12578,2011,1,30,7,1012,1115,XE,3041,N13913,63,44,-1,-3,IAH,CRP,201,5,14,0,,0
12579,2011,1,30,7,1912,2159,XE,3050,N11121,107,91,-15,-3,IAH,JAX,817,3,13,0,,0
12580,2011,1,30,7,1016,1132,XE,3060,N15983,76,55,-3,-4,IAH,OKC,395,4,17,0,,0
12581,2011,1,30,7,1411,1743,XE,3078,N21154,152,134,13,16,IAH,RIC,1157,7,11,0,,0
12582,2011,1,30,7,920,1110,XE,3088,N16919,110,94,-6,-5,IAH,MCI,643,5,11,0,,0
12583,2011,1,30,7,1134,1343,XE,3092,N10156,129,95,15,-1,IAH,MCI,643,7,27,0,,0
12584,2011,1,30,7,1840,2005,XE,3101,N14953,85,66,-9,0,IAH,MAF,429,4,15,0,,0
